1745005039002,BIJAPURI
1745005039003,KHAMHARIYA MAL.
1745005039004,PATAN
1745005039005,BARGI RYT.
1745005040001,PIPARIYA
1745005040002,RANGAON
1745005041001,MARGAON
1745005041002,PONDI
1745005042001,PADARIYA
1745005042002,TIKARIYA
1745005043001,TIKARIYA
1745005043002,BILAIKHAR
1745005043003,KIKARIYA RYT.
1745005043004,HALDIKARELI VAN GRAM
1745005044001,MAJHGAON
1745005044002,SINGHWAR RYT.
1745005044003,ATARIYA
1745005045001,RAJNI SARAI VAN GRAM
1745005045002,AJGAR VAN GRAM
1745005045003,LAMOTHA VAN GRAM
1745005046001,CHANDRANI
1745006001001,BARNAI
1745006001002,BHIMKUNDI
1745006002001,RAMNAGAR
1745006002002,TARERA MAL.
1745006002003,KARONDI MAL.
1745006003001,KARANJIYA MAL.
1745006003002,KARANJIYA RYT.
1745006004001,KHANNAT MAL.
1745006004002,PAKARI SODA VAN GRAM
1745006005001,RAITWAR MAL.
1745006006001,JUGDEHI
1745006006002,KARONDI RYT.
1745006007001,BAHARPUR
1745006008001,SAHAJANA
1745006008002,KHAMHARKHUDRA
1745006008003,AUDHOR VAN GRAM
1745006009001,MAJHGAON
1745006009002,GOPALPUR
1745006010001,NEEMTOLA VAN GRAM
1745006010002,THADPATHRA VAN GRAM
1745006010003,TIVCHIDEHA VAN GRAM
1745006010004,DOMUHANI VAN GRAM
1745006010005,KINDRABAHERA VAN GRAM
1745006011001,SENGUDA
1745006011002,SARAIHA RYT.
1745006012001,CHAKMI MAL.
1745006012002,CHAKMI RYT
1745006012003,DALDALKAPOTI VAN GRAM
1745006012004,BOYRAHA
1745006013001,RAHANGI RYT.
1745006013002,ROOSA MAL.
1745006013003,ROOSA RYT.
1745006014001,PAKRI RYT.
1745006014002,BUNDELA RYT.
1745006015001,PARSEL MAL.
1745006015002,DEORI RYT.
1745006015003,PARSEL RYT.
1745006016001,BHUSANDA
1745006016002,LAKHANPUR MAL.
1745006016003,BHUSANDA RYT.
1745006017001,LALPUR SANI
1745006017002,GWARI RYT.
1745006017003,MANIKPUR RYT.
1745006018001,SAILWAR
1745006019001,SADWACHAPAR
1745006020001,UMARIYA RYT.
1745006020002,KUTAILI DADAR (V)
1745006020003,DADARGAON VAN GRAM
1745006021001,JARASURANG MAL.
1745006021002,JARASURANG RYT.
1745006021003,BERENDA RYT.
1745006022001,GORAKHPUR RYT.
1745006022002,GORAKHPUR MAL.
1745006023001,PATAN MAL.
1745006023002,SONPURI RYT
1745006023003,PATAN RYT.
1745006024001,BHALKHOHA
1745006024002,BHALKHOHA RYT.
1745006025001,NARIGWARA
1745006025002,JAGATPUR VAN GRAM
1745006026001,BARGAON
1745006026002,BONDAR
1745006027001,CHUHCHUHI MAL.
1745006027002,RAHATA PAKRI RYT.
1745006027003,BITHALDEH RYT.
1745006027004,CHUHCHUHI RYT
1745006028001,JHANKI RYT.
1745006028002,JHANKI MAL.
1745006028003,MANKI RYT.
1745006028004,PANDPUR VAN GRAM
1745006029001,MOHTARA
1745006029002,RATNA RYT (V)
1745006030001,DHAVADONGARI(BAMHNI)
1745006031001,MUSAMUNDI RYT.
1745006031002,MUSAMUNDI
1745006032001,DHANRAS
1745006032002,MADHOPUR
1745006032003,CHANDANA RYT.
1745006032004,JAMPAANI VAN GRAM
1745006033001,GARKAMATTA
1745006033002,HARRATOLA
1745006034001,MEDHAKHAR
1745006035001,MOHGAON
1745006035002,KUTRI RYT.
1745006035003,BARBASPUR MAL.
1745006036001,TIRCHULA
1745006036002,PIPARPAANI VAN GRAM
1745006036003,PANDARPAANI VAN GRAM
1745006036004,LADARADADAR VAN GRAM
1745006036005,MILKY (KANDATOLA) VAN GRAM
1745006037001,PIPARKUTA RYT.
1745006037002,KHAMHARIYA MAL.
1745006037003,KATIGAHAN RYT.
1745006037004,KHAMRIYA RYT.
1745006037005,PIPARAKUTA MAL
1745006038001,UFRI MAL.
1745006038002,KHARIDEHA VAN GRAM
1745006039001,SARAI TOLA
1745006039002,KIRANGI MAL.
1745006040001,KABIR MYA KHURKHURI DADAR
1745006041001,CHAURADADAR VAN GRAM
1745006041002,SONATHIRTH VAN GRAM
1745006042001,BAWELLY VAN GRAM
1745006042002,JOGIGWARA VAN GRAM
1745006042003,BIJAURI VAN GRAM
1745007001001,BILGADA
1745007001002,TIKARABANDHA
1745007002001,KUTRAI MAAL
1745007002002,KUTRAI REYAT
1745007003001,SURAJ PURA
1745007003002,MARHIKACHAR
1745007003003,PAGNIYA
1745007004001,DOGARGHAAT
1745007004002,BAALPUR
1745007004003,BISWALI REYAT
1745007004004,KHUDARI VANGRAM
1745007005001,MEHANDWANI
1745007006001,DULHARI
1745007006002,DOBHI VANGRAM
1745007006003,DARGAUN VANGRAM
1745007007001,JHURKA REYAT
1745007007002,BAGLI
1745007008001,MATYAARI
1745007008002,MUNDI
1745007008003,MARWARI
1745007009001,GHAMNI
1745007009002,KUSERA REYAT
1745007010001,KOTHTIYA
1745007011001,PARAPANI
1745007011002,TARRI
1745007011003,AMGAUN RAIYAT
1745007012001,BARAI
1745007012002,KHJRI MAAL
1745007013001,SARSI MAAL
1745007013002,SARSI REYAT
1745007013003,SARSI
1745007013004,CHIRPOTI REYAT
